鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
文山區,房地(土地+建物),臺北市文山區福興路４６巷２弄５號,22.5,住,,,1110206,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,68.61,2,1,1,有,無,10000000,145751,,0.0,0,,RPXNMLLKKHHGFAA37EA,68.61,0.0,0.0,無,
萬華區,房地(土地+建物),臺北市萬華區漢口街二段５１號九樓之５,6.39,商,,,1110208,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010530,84.19,2,1,1,有,有,17680000,210001,,0.0,0,,RPRNMLPKKHHGFBA17DA,51.78,2.65,0.0,有,0003
中山區,房地(土地+建物),臺北市中山區四平街１０７號六樓之１,9.35,住,,,1110210,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900827,38.9,0,0,0,無,有,9700000,249293,,0.0,0,,RPRPMLQKKHHGFCA67EA,19.92,0.56,3.38,有,0008
士林區,房地(土地+建物),臺北市士林區延平北路五段５０號九樓,22.91,住,,,1110209,土地2建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020312,143.46,3,2,2,有,無,24000000,167294,,0.0,0,,RPRNMLMKKHHGFEA17DA,85.25,4.06,6.64,有,
中山區,房地(土地+建物),臺北市中山區民權東路二段２６號十一樓,12.52,商,,,1110215,土地1建物2車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730406,132.15,2,2,1,有,有,26250000,198638,,0.0,0,,RPXNMLLLKHHGFCA67EA,85.03,0.0,15.88,有,
北投區,房地(土地+建物),臺北市北投區明德路３３３巷２２號,33.0,住,,,1110206,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620108,94.3,3,2,1,有,無,23300000,247084,,0.0,0,,RPTRMLLLKHHGFEA87EA,94.3,0.0,0.0,無,
內湖區,房地(土地+建物)+車位,臺北市內湖區文德路２１０巷３０弄１００號八樓之１,19.19,住,,,1110211,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0911031,127.59,2,1,1,有,有,23500000,184184,坡道平面,28.99,0,,RPOPMLMLKHHGFCA07EA,52.06,0.0,9.83,有,0019
內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街２１巷１１８弄１２號五樓之１,26.31,住,,,1110210,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070710,133.27,2,2,1,有,有,23660000,202639,其他,24.9,1700000,,RPTPMLMLKHHGFCA57EA,50.46,3.98,7.33,有,
信義區,房地(土地+建物),臺北市信義區信義路四段４１３號八樓之２,11.27,商,,,1110216,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730830,121.82,3,2,2,有,有,29050000,238467,,0.0,0,,RPRRMLLLJHHGFDA47EA,94.78,0.0,7.05,有,
中山區,房地(土地+建物),臺北市中山區撫順街２３號五樓之３,11.66,商,,,1110207,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931203,117.95,2,1,2,有,有,21500000,182281,,0.0,0,,RPRNMLNLKHHGFCA27EA,72.01,0.98,6.93,有,
北投區,房地(土地+建物),臺北市北投區大度路三段２７０巷６９號四樓之７,11.06,,,,1110208,土地1建物1車位0,四層,十九層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1010217,62.56,1,1,1,有,有,10850000,173434,,0.0,0,,RPUNMLNLKHHGFEA67DA,34.4,1.11,5.74,有,
信義區,房地(土地+建物),臺北市信義區嘉興街１８１巷５號,49.5,住,,,1110214,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0580324,106.01,0,0,0,無,無,33000000,311291,,0.0,0,,RPQOMLOLKHHGFDA47EA,106.01,0.0,0.0,無,
信義區,房地(土地+建物),臺北市信義區富陽街７１巷２３號二樓,31.5,住,,,1110210,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0611130,79.28,3,2,1,有,無,14000000,176589,,0.0,0,,RPVPMLLKKHHGFDA67EA,79.28,0.0,0.0,無,
士林區,房地(土地+建物)+車位,臺北市士林區小北街２８號二樓,19.87,商,,,1110209,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080212,88.44,1,1,1,有,有,23000000,265133,其他,8.48,1800000,,RPPOMLOKKHHGFEA27DA,40.69,2.75,5.56,有,
中山區,房地(土地+建物),臺北市中山區新生北路三段５６巷１號八樓之１４,5.28,商,,,1110212,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700410,55.54,0,0,0,無,有,9850000,177350,,0.0,0,,RPUPMLMLKHHGFCA57DA,37.74,0.0,3.33,有,
大同區,房地(土地+建物),臺北市大同區重慶北路三段２０５巷７號,20.78,住,,,1110210,土地2建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0971127,83.4,1,2,1,有,有,23700000,284173,,0.0,0,,RPVPMLKKKHHGFBA27DA,46.54,4.57,5.19,有,
中山區,房地(土地+建物)+車位,臺北市中山區松江路４２８號十三樓,22.1,住,,,1110211,土地4建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951221,202.55,3,2,3,有,有,47200000,233029,坡道平面,39.5,0,,RPQPMLPLKHHGFCA47DA,103.23,1.96,12.4,有,
大安區,房地(土地+建物),臺北市大安區溫州街５８巷８號二樓,4.45,住,,,1110217,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,11.39,3,2,2,有,無,2400000,210711,,0.0,0,,RPWNMLLJLHHGFFA67DA,11.39,0.0,0.0,無,
北投區,房地(土地+建物),臺北市北投區文林北路２６４號三樓,24.75,住,,,1110207,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600720,73.76,2,2,1,有,無,13000000,176247,,0.0,0,,RPXQMLMJLHHGFEA08DA,73.76,0.0,0.0,無,
大安區,房地(土地+建物),臺北市大安區和平東路三段３０８巷１弄２號三樓,14.0,住,,,1110216,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,38.04,2,1,1,有,無,6000000,157729,,0.0,0,,RPPOMLLJLHHGFFA07DA,38.04,0.0,0.0,無,
內湖區,房地(土地+建物),臺北市內湖區文湖街８１巷３８號,21.11,住,,,1110215,土地1建物1車位0,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020802,85.93,1,2,1,有,有,21000000,244385,,0.0,0,,RPTOMLNLKHHGFCA47DA,45.55,0.72,9.54,有,
大同區,房地(土地+建物),臺北市大同區涼州街２號五樓之９,12.53,住,,,1110209,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000318,97.12,2,2,2,有,有,23300000,239909,,0.0,0,,RPPNMLMJLHHGFBA66DA,60.81,5.07,4.98,有,
文山區,房地(土地+建物)+車位,臺北市文山區福興路１０６巷３１號六樓,20.27,住,,,1110216,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010827,129.64000000000001,2,2,1,有,有,19650000,151574,坡道平面,13.02,0,,RPPOMLPLKHHGFAA07DA,52.71,5.12,3.44,有,0057
中山區,房地(土地+建物)+車位,臺北市中山區農安街１巷５７號九樓之１,14.37,商,,,1110214,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1050829,196.52999999999997,3,2,2,有,有,33500000,170457,坡道平面,52.45,0,,RPQNMLOJLHHGFCA07DA,79.88,2.53,18.8,有,0061
中山區,房地(土地+建物),臺北市中山區德惠街４５號六樓之２１,4.0,商,,,1110216,土地1建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0681215,32.120000000000005,1,1,1,有,有,5800000,180573,,0.0,0,,RPUPMLQKKHHGFCA87DA,26.12,0.0,0.0,有,
大安區,房地(土地+建物),臺北市大安區和平東路二段３１１巷５５號四樓,21.61,住,,,1110212,土地1建物1車位0,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740522,111.17,3,2,2,有,有,25000000,224881,,0.0,0,,RPQOMLMJLHHGFFA27DA,83.19,1.8,8.27,有,0065
內湖區,房地(土地+建物),臺北市內湖區成功路三段１８７巷２３號,26.27,住,,,1110214,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690331,86.23,1,1,2,有,無,20000000,231938,,0.0,0,,RPRNMLNJLHHGFCA17EA,71.92,14.31,0.0,無,0067
大安區,房地(土地+建物),臺北市大安區羅斯福路三段２６９巷３６之１號二樓,23.98,住,,,1110209,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0721015,123.89,3,2,2,有,有,26000000,209864,,0.0,0,,RPPNMLOJLHHGFFA37EA,81.72,0.0,10.92,有,
松山區,房地(土地+建物),臺北市松山區南京東路四段１８６號十一樓之１３,8.94,商,,,1110215,土地2建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730217,105.74000000000001,3,2,2,有,有,24500000,231700,,0.0,0,,RPQNMLRJLHHGFDA57EA,79.2,0.0,7.73,有,
中山區,房地(土地+建物)+車位,臺北市中山區五常街１１巷７號三樓,24.23,住,,,1110210,土地2建物1車位1,三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,195.05,3,1,2,有,有,43000000,220456,坡道平面,38.04,0,,RPSNMLOJLHHGFCA37EA,88.66,6.73,10.33,有,
北投區,房地(土地+建物),臺北市北投區中央北路二段４０４號四樓之１,10.83,住,,,1110203,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0941027,47.53,1,1,1,有,無,8100000,170419,,0.0,0,,RPUOMLRKKHHGFEA08DA,29.68,1.27,3.38,有,0074
內湖區,房地(土地+建物),臺北市內湖區南京東路六段１０５號四樓,49.24,住,,,1110222,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860526,129.84,2,2,2,有,有,20380000,156962,,0.0,0,,RPORMLMJLHHGFCA07DA,74.88,0.0,8.44,有,
內湖區,房地(土地+建物),臺北市內湖區安泰街８６巷３號三樓,28.06,住,,,1110214,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690808,89.31,3,2,1,有,無,11000000,123166,,0.0,0,,RPRQMLNJLHHGFCA37DA,82.21,0.0,7.1,無,
大同區,房地(土地+建物),臺北市大同區重慶北路二段３３號十樓之１,12.99,商,,,1110218,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770301,131.15,3,1,2,有,有,20000000,152497,,0.0,0,,RPWNMLRJLHHGFBA87DA,89.98,2.71,20.04,有,
松山區,房地(土地+建物),臺北市松山區三民路８０巷５號二樓,48.36,住,,,1110214,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930914,224.14,5,2,2,有,有,46880000,209155,,0.0,0,,RPPNMLRJLHHGFDA37DA,116.57,0.0,13.05,有,
信義區,房地(土地+建物)+車位,臺北市信義區松平路６０號五樓　,151.83,住,,,1110216,土地1建物1車位2,五層，六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0891017,489.31,4,2,3,有,有,150000000,306554,坡道平面,80.34,0,,RPQNMLRKKHHGFDA47DA,272.75,0.0,29.62,有,
信義區,房地(土地+建物),臺北市信義區逸仙路２６巷９號八樓,16.7,住,,,1110217,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670609,125.47,1,2,1,有,有,37000000,294891,,0.0,0,,RPUNMLOJLHHGFDA67EA,99.98,0.0,9.08,有,
士林區,房地(土地+建物),臺北市士林區中山北路六段４１９巷３７號,36.9,住,,,1110215,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731022,137.78,3,2,2,有,無,22000000,159675,,0.0,0,,RPTOMLSJLHHGFEA18EA,115.39,10.0,0.0,無,
大安區,房地(土地+建物),臺北市大安區復興南路一段３２１號八樓之６,4.16,商,,,1110217,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,33.79,1,1,1,有,有,12400000,366972,,0.0,0,,RPPOMLLKKHHGFFA17EA,21.57,0.0,4.52,有,
松山區,房地(土地+建物),臺北市松山區八德路三段１５８巷２０弄３４號二樓,21.55,商,,,1110218,土地2建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0661019,106.11999999999999,3,2,2,有,有,23500000,221447,,0.0,0,,RPTNMLLLKHHGFDA37EA,89.99,0.0,8.67,有,
中山區,房地(土地+建物),臺北市中山區德惠街３巷１號四樓,7.31,商,,,1110218,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0951229,37.980000000000004,0,0,0,無,有,9000000,236967,,0.0,0,,RPUPMLTJLHHGFCA28EA,24.28,0.49,0.0,有,
文山區,房地(土地+建物),臺北市文山區萬安街３０巷２號七樓之１,42.0,都市：其他:第貳類住宅用地及第壹類住宅用地(萬芳社區特定專用區)。,,,1110209,土地3建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720728,96.77000000000001,3,2,1,有,無,13500000,139506,,0.0,0,,RPOOMLSJLHHGFAA27EA,65.69,0.0,10.4,有,
信義區,房地(土地+建物),臺北市信義區信義路五段１２７號十六樓之１１,13.78,都市：其他:特定業務區(信義計畫特定專用區)。,,,1110222,土地1建物1車位0,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0951229,86.97,2,2,1,有,有,25700000,295504,,0.0,0,,RPRNMLRJLHHGFDA57DA,48.18,4.26,5.17,有,
南港區,房地(土地+建物),臺北市南港區東新街７７巷４弄８號二樓,7.58,商,,,1110225,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0601117,18.44,2,1,1,有,無,3000000,162690,,0.0,0,,RPXOMLRJLHHGFDA28DA,18.44,0.0,0.0,無,
大同區,房地(土地+建物)+車位,臺北市大同區南京西路５７號十三樓之１０,11.28,都市：其他:聯合開發區(捷)(依都市計畫說明書圖規定辦理)。,,,1110207,土地1建物1車位1,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080304,153.10999999999999,3,2,2,有,有,52000000,369044,塔式車位,16.27,1500000,,RPXNMLPLKHHGFBA87DA,88.5,0.0,6.21,有,
文山區,房地(土地+建物),臺北市文山區試院路１４４巷４弄４０號五樓,23.47,住,,,1110212,土地7建物1車位0,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840303,68.15,2,1,1,有,有,9000000,132062,,0.0,0,,RPSNMLOJLHHGFAA07DA,44.54,1.44,5.71,有,
文山區,房地(土地+建物)+車位,臺北市文山區汀州路四段１９１號十一樓,29.31,住,,,1110213,土地1建物1車位2,十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000113,257.2,3,2,2,有,有,51100000,198686,坡道平面,0.0,0,,RPQNMLSJLHHGFAA27DA,116.41,10.28,6.18,有,
萬華區,房地(土地+建物),臺北市萬華區東園街２８巷５０號五樓之８,6.06,住,,,1110105,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810921,34.76,1,1,1,有,有,4180000,120253,,0.0,0,,RPQNMLNKJHHGFBA76DA,19.86,0.0,3.27,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段２８０巷３８號,52.07,住,,,1110105,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791126,174.95999999999998,4,2,3,有,有,42500000,242913,坡道平面,31.39,0,,RPPNMLNKJHHGFCA76DA,151.06,16.48,0.0,有,
士林區,房地(土地+建物),臺北市士林區忠誠路一段１６巷２３之１號,17.21,住,,,1110103,土地2建物2車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840921,67.06,2,1,1,有,有,16300000,243066,,0.0,0,,RPWNMLNKJHHGFEA77EA,33.57,5.34,0.0,有,0096
松山區,房地(土地+建物)+車位,臺北市松山區健康路３２５巷２５弄１０號十樓,19.81,住,,,1110102,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100323,180.94,3,2,2,有,有,48200000,266387,坡道平面,39.88,0,,RPXNMLOKJHHGFDA87EA,85.26,5.36,10.55,有,
中山區,房地(土地+建物),臺北市中山區雙城街４３巷７號六樓之７,4.63,商,,,1110107,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680419,31.159999999999997,0,0,0,無,有,5520000,177150,,0.0,0,,RPSNMLOKJHHGFCA27EA,21.77,0.0,3.29,有,0099
大同區,房地(土地+建物)+車位,臺北市大同區天水路３３號十二樓之１,15.57,商,,,1110103,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060814,184.95,3,2,1,有,有,34680000,224312,升降平面,39.26,2000000,,RPVNMLNKJHHGFBA37EA,84.56,2.86,9.35,有,0100
中山區,房地(土地+建物),臺北市中山區新生北路三段１６號六樓,4.41,商,,,1110106,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011011,42.38,1,1,1,有,有,9600000,226522,,0.0,0,,RPOQMLRJJHHGFCA27DA,23.46,1.39,1.95,有,0104
中山區,房地(土地+建物),臺北市中山區新生北路二段７４號十一樓之１０,4.67,商,,,1110110,土地1建物1車位0,十一層，露台,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0610402,35.87,1,1,1,有,有,5850000,163089,,0.0,0,,RPPRMLKKJHHGFCA86DA,35.87,0.0,0.0,有,
南港區,房地(土地+建物)+車位,臺北市南港區南港路二段２８６號七樓,44.88,住,,,1110103,土地1建物1車位2,七層，見其他登記事項,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1091130,261.25,3,2,2,有,有,48700000,186411,塔式車位,35.08,0,,RPSNMLRKJHHGFDA67EA,126.57,0.0,20.16,有,
信義區,房地(土地+建物),臺北市信義區松山路２６０號十一樓,9.99,住,,,1110104,土地2建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730608,69.39,2,2,1,有,有,14900000,214728,,0.0,0,,RPTOMLRKJHHGFDA87EA,46.08,0.0,4.72,有,
內湖區,房地(土地+建物),臺北市內湖區內湖路三段６０巷１２弄５９號二樓,25.66,住,,,1110106,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721015,89.92999999999999,3,1,1,有,無,9500000,105638,,0.0,0,,RPTOMLRKJHHGFCA77EA,79.59,0.0,7.52,無,
大安區,房地(土地+建物),臺北市大安區師大路９２巷８之１號五樓,10.63,住,,,1110106,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710812,55.09,3,2,2,有,無,14400000,261390,,0.0,0,,RPVOMLMKJHHGFFA67DA,41.15,0.0,6.49,有,0119
中山區,房地(土地+建物),臺北市中山區建國北路二段１０９號十一樓,17.0,住,,,1110105,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0741123,123.17,3,2,2,有,有,27199800,220831,,0.0,0,,RPPNMLKLJHHGFCA66EA,103.78,0.0,15.69,有,
中山區,房地(土地+建物),臺北市中山區吉林路４４７巷１２號四樓,26.22,住,,,1110102,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731016,99.06,3,2,2,有,無,16000000,161518,,0.0,0,,RPXVMLTKJHHGFCA09EA,79.32,0.0,10.58,無,
北投區,房地(土地+建物),臺北市北投區永興路一段３７號二樓,16.0,住,,,1110107,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661121,77.57,2,1,1,有,無,10750000,138585,,0.0,0,,RPXNMLTKJHHGFEA48EA,67.56,0.0,10.01,無,
中山區,房地(土地+建物)+車位,臺北市中山區民權東路三段１６號十一樓之１,29.42,商,,,1110101,土地5建物1車位1,十一層，電梯樓梯間,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851125,197.70999999999998,3,2,2,有,有,50330000,254565,坡道平面,0.0,0,,RPRRMLPJJHHGFCA57EA,128.86,2.61,13.29,有,0125
萬華區,房地(土地+建物),臺北市萬華區艋舺大道８６巷１２號三樓之１,15.44,商,,,1110107,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810401,63.61,2,1,1,有,有,10000000,157208,,0.0,0,,RPRNMLLLJHHGFBA86EA,42.45,1.5,5.07,有,
南港區,房地(土地+建物),臺北市南港區中坡南路３１巷８號三樓之２,12.8,住,,,1110104,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090731,50.78,0,0,0,無,有,15090000,297164,,0.0,0,,RPOPMLLKJHHGFDA76DA,22.02,1.57,7.7,有,
松山區,房地(土地+建物),臺北市松山區南京東路五段３９０號四樓,9.75,商,,,1110103,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671004,28.44,1,1,1,有,無,4450000,156470,,0.0,0,,RPSNMLKLJHHGFDA96DA,28.44,0.0,0.0,無,
內湖區,房地(土地+建物)+車位,臺北市內湖區麗山街５９號十二樓,40.04,住,,,1110106,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000928,283.82,3,2,2,有,有,72500000,255444,坡道平面,43.48,0,,RPWOMLLLJHHGFCA47DA,141.46,14.63,11.98,有,
中山區,房地(土地+建物)+車位,臺北市中山區吉林路８巷１２號,46.14,住,,,1110104,土地2建物2車位2,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0971023,204.60000000000002,4,2,2,有,有,49200000,240469,升降機械,0.0,0,,RPSOMLLLJHHGFCA17EA,124.27,0.0,3.52,有,
松山區,房地(土地+建物),臺北市松山區敦化北路３０３號三樓之２,18.44,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬住宅用地)。,,,1110110,土地3建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0651022,140.27,4,1,1,有,有,39380000,280744,,0.0,0,,RPRRMLPJJHHGFDA67EA,114.94,0.0,3.6,有,
